Indicador;Data;Media;Mediana;DesvioPadrao;Minimo;Maximo
IGP-DI;2020-10-26;5,38;6,07;1,96;0,52;7,82
IGP-DI;2020-10-27;6,72;7,34;2,28;0,99;9,25
IGP-DI;2020-10-27;5,31;6;1,95;0,5;7,75
IGP-DI;2020-10-28;6,72;7,34;2,28;0,99;9,25
IGP-DI;2020-10-28;5,24;5,94;1,93;0,48;7,68
IGP-DI;2020-10-29;6,78;7,65;2,3;0,99;9,25
IGP-DI;2020-10-29;5,24;5,88;1,92;0,45;7,61
IGP-DI;2020-10-30;7,11;8;2,46;0,99;10,81
IGP-DI;2020-10-30;5,44;5,86;2,08;0,43;8,92
IGP-DI;2020-11-03;7,17;8;2,49;0,99;10,81
IGP-DI;2020-11-03;5,19;5,46;2,04;0,34;8,61
IGP-DI;2020-11-04;7,16;8;2,49;0,99;10,81
IGP-DI;2020-11-04;5,13;5,37;2,03;0,31;8,53
IGP-DI;2020-11-05;7,16;8;2,49;0,99;10,81
IGP-DI;2020-11-05;5,06;5,29;2,02;0,29;8,45
IGP-DI;2020-11-06;5,52;5,97;2,55;0,29;10,87
IGP-DI;2020-11-06;5,49;5,94;2,53;0,29;10,79
IGP-DI;2020-11-09;5,54;5,78;2,48;0,29;10,87
IGP-DI;2020-11-09;5,42;5,65;2,41;0,27;10,54
IGP-DI;2020-11-10;5,9;5,97;2,23;0,29;10,87
IGP-DI;2020-11-10;5,72;5,8;2,15;0,26;10,48
IGP-DI;2020-11-11;6,02;6;2,26;0,29;10,87
IGP-DI;2020-11-11;5,79;5,93;2,16;0,25;10,42
IGP-DI;2020-11-12;6,08;6;2,34;0,29;10,87
IGP-DI;2020-11-12;5,8;5,91;2,21;0,25;10,35
IGP-DI;2020-11-13;6,22;6,14;2,39;0,29;10,87
IGP-DI;2020-11-13;5,86;5,88;2,23;0,24;10,29
IGP-DI;2020-11-16;6,49;6,14;2,25;0,29;10,87
IGP-DI;2020-11-16;5,94;5,78;2,09;0,22;10,1
IGP-DI;2020-11-17;6,2;6,13;2,57;0,1;10,87
IGP-DI;2020-11-17;5,62;5,71;2,43;-0,87;10,04
IGP-DI;2020-11-18;6,15;6,13;2,73;-2,08;10,87
IGP-DI;2020-11-18;5,48;5,65;2,7;-3,09;9,98
IGP-DI;2020-11-19;6,62;6,67;2,8;-2,08;10,87
IGP-DI;2020-11-19;5,8;5,83;2,73;-3,17;9,91
IGP-DI;2020-11-20;6,89;7,64;2,8;-2,08;11,12
IGP-DI;2020-11-20;5,94;6,6;2,72;-3,25;10,11
IGP-DI;2020-11-23;6,97;7,66;2,8;-2,08;11,12
IGP-DI;2020-11-23;5,84;6,42;2,71;-3,48;9,91
IGP-DI;2020-11-24;6,97;7,66;2,8;-2,08;11,12
IGP-DI;2020-11-24;5,77;6,32;2,71;-3,56;9,85
IGP-DI;2020-11-25;6,99;7,66;2,81;-2,08;11,12
IGP-DI;2020-11-25;5,72;6,33;2,71;-3,63;9,78
IGP-DI;2020-11-26;6,99;7,66;2,81;-2,08;11,12
IGP-DI;2020-11-26;5,65;6,23;2,71;-3,71;9,71
IGP-DI;2020-11-27;7,17;7,68;2,85;-2,75;11,12
IGP-DI;2020-11-27;5,72;6,22;2,75;-4,3;9,65
IGP-DI;2020-11-30;7,18;7,68;2,85;-2,75;11,12
IGP-DI;2020-11-30;5,53;5,97;2,74;-4,51;9,45
IGP-DI;2020-12-01;7,27;7,79;2,77;-2,75;11,12
IGP-DI;2020-12-01;5,49;5,9;2,68;-4,58;9,38
IGP-DI;2020-12-02;7,49;7,79;2,94;-2,75;11,17
IGP-DI;2020-12-02;5,6;5,89;2,79;-4,65;9,31
IGP-DI;2020-12-03;7,49;7,79;2,95;-2,75;11,25
IGP-DI;2020-12-03;5,53;5,84;2,79;-4,72;9,38
IGP-DI;2020-12-04;7,43;7,98;2,97;-2,75;11,25
IGP-DI;2020-12-04;5,32;5,8;2,82;-4,79;9,31
IGP-DI;2020-12-07;5,04;5,64;3,16;-4,9;9,18
IGP-DI;2020-12-07;5,01;5,61;3,15;-4,88;9,14
IGP-DI;2020-12-08;5,04;5,64;3,16;-4,9;9,18
IGP-DI;2020-12-08;4,98;5,58;3,13;-4,86;9,11
IGP-DI;2020-12-09;5,05;5,64;3,14;-4,7;9,18
IGP-DI;2020-12-09;4,97;5,55;3,09;-4,66;9,07
IGP-DI;2020-12-10;5,05;5,64;3,14;-4,7;9,18
IGP-DI;2020-12-10;4,94;5,52;3,08;-4,64;9,04
IGP-DI;2020-12-11;5,03;5,64;3,12;-4,7;9,18
IGP-DI;2020-12-11;4,9;5,49;3,04;-4,63;9,01
IGP-DI;2020-12-14;5,05;5,64;3,19;-4,7;9,18
IGP-DI;2020-12-14;4,82;5,37;3,06;-4,59;8,9
IGP-DI;2020-12-15;5,08;5,56;3,07;-4,64;9,18
IGP-DI;2020-12-15;4,82;5,31;2,95;-4,43;8,87
IGP-DI;2020-12-16;5,07;5,56;3,06;-4,64;9,18
IGP-DI;2020-12-16;4,78;5,28;2,93;-4,4;8,84
IGP-DI;2020-12-17;5,07;5,56;3,06;-4,64;9,18
IGP-DI;2020-12-17;4,75;5,26;2,92;-4,38;8,8
IGP-DI;2020-12-18;4,98;5,64;2,97;-4,64;9,18
IGP-DI;2020-12-18;4,63;5,23;2,83;-4,36;8,77
IGP-DI;2020-12-21;4,87;5,46;3,07;-4,64;9,18
IGP-DI;2020-12-21;4,46;5,13;2,88;-4,34;8,67
IGP-DI;2020-12-22;4,79;5,38;3,06;-4,64;9,18
IGP-DI;2020-12-22;4,36;5,08;2,86;-4,35;8,63
IGP-DI;2020-12-23;4,76;5,18;3,05;-4,64;9,18
IGP-DI;2020-12-23;4,31;4,8;2,84;-4,36;8,6
IGP-DI;2020-12-24;4,76;5,18;3,05;-4,64;9,18
IGP-DI;2020-12-24;4,28;4,78;2,83;-4,37;8,57
IGP-DI;2020-12-28;4,76;5,18;3,05;-4,64;9,18
IGP-DI;2020-12-28;4,17;4,66;2,78;-4,42;8,43
IGP-DI;2020-12-29;4,74;5,18;3,12;-4,73;9,18
IGP-DI;2020-12-29;4,15;4,64;2,8;-4,66;8,4
IGP-DI;2020-12-30;4,75;5,16;3,06;-4,73;9,18
IGP-DI;2020-12-30;4,15;4,66;2,74;-4,66;8,36
IGP-DI;2020-12-31;4,69;5,16;3,06;-4,73;9,18
IGP-DI;2020-12-31;4,1;4,64;2,74;-4,66;8,33
IGP-DI;2021-01-04;4,15;5,12;3,23;-4,73;7,75
IGP-DI;2021-01-04;3,57;4,36;2,87;-4,64;6,5
IGP-DI;2021-01-05;4,18;5,13;3,21;-5,09;7,75
IGP-DI;2021-01-05;3,57;4,32;2,83;-4,91;6,46
IGP-DI;2021-01-06;4,19;5,13;3,21;-5,09;7,75
IGP-DI;2021-01-06;3,56;4,3;2,82;-4,91;6,42
IGP-DI;2021-01-07;4,19;5,13;3,21;-5,09;7,75
IGP-DI;2021-01-07;3,54;4,28;2,81;-4,9;6,38
IGP-DI;2021-01-08;4,03;4,32;1,98;-3,88;6,38
IGP-DI;2021-01-08;4;4,57;2,23;-3,8;6,36
IGP-DI;2021-01-11;4,03;4,31;1,98;-3,88;6,38
IGP-DI;2021-01-11;3,97;4,55;2,17;-3,56;6,32
IGP-DI;2021-01-12;3,8;4,28;2,2;-3,88;6,38
IGP-DI;2021-01-12;3,66;4,52;2,43;-3,48;6,3
IGP-DI;2021-01-13;3,9;4,31;2,24;-3,88;6,94
IGP-DI;2021-01-13;3,77;4,42;2,44;-3,4;6,7
IGP-DI;2021-01-14;4;4,34;2,23;-3,88;6,94
IGP-DI;2021-01-14;3,87;4,52;2,41;-3,32;6,66
IGP-DI;2021-01-15;4,12;4,34;2,18;-3,88;6,94
IGP-DI;2021-01-15;3,96;4,51;2,31;-3,24;6,62
IGP-DI;2021-01-18;4,05;4,34;2,24;-3,88;6,94
IGP-DI;2021-01-18;3,79;4,49;2,35;-3;6,51
IGP-DI;2021-01-19;4,05;4,34;2,24;-3,88;6,94
IGP-DI;2021-01-19;3,77;4,48;2,34;-2,92;6,47
IGP-DI;2021-01-20;4,05;4,34;2,24;-3,88;6,94
IGP-DI;2021-01-20;3,75;4,47;2,33;-2,84;6,43
IGP-DI;2021-01-21;4,05;4,34;2,24;-3,88;6,94
IGP-DI;2021-01-21;3,72;4,46;2,32;-2,76;6,39
IGP-DI;2021-01-22;4,02;4,31;2,28;-3,88;6,94
IGP-DI;2021-01-22;3,64;4,33;2,36;-2,67;6,35
IGP-DI;2021-01-25;4,02;4,31;2,28;-3,88;6,94
IGP-DI;2021-01-25;3,57;4,3;2,33;-2,43;6,24
IGP-DI;2021-01-26;4,02;4,31;2,28;-3,88;6,94
IGP-DI;2021-01-26;3,55;4,3;2,32;-2,35;6,2
IGP-DI;2021-01-27;4,02;4,31;2,28;-3,88;6,94
IGP-DI;2021-01-27;3,53;4,3;2,32;-2,27;6,16
IGP-DI;2021-01-28;4,01;4,32;2,33;-3,88;6,94
IGP-DI;2021-01-28;3,51;4,31;2,31;-2,3;6,12
IGP-DI;2021-01-29;4,01;4,32;2,33;-3,88;6,94
IGP-DI;2021-01-29;3,48;4,29;2,3;-2,38;6,08
IGP-DI;2021-02-01;3,98;4,25;2,39;-3,88;6,94
IGP-DI;2021-02-01;3,36;4,11;2,34;-2,6;5,96
IGP-DI;2021-02-02;3,98;4,25;2,39;-3,88;6,94
IGP-DI;2021-02-02;3,33;4,09;2,34;-2,67;5,93
IGP-DI;2021-02-03;3,98;4,25;2,39;-3,88;6,94
IGP-DI;2021-02-03;3,31;4,08;2,33;-2,75;5,89
IGP-DI;2021-02-04;4,08;4,5;2,56;-3,88;6,94
IGP-DI;2021-02-04;3,31;4,19;2,4;-2,82;5,85
IGP-DI;2021-02-05;3,31;4,19;2,4;-2,82;5,85
IGP-DI;2021-02-05;3,3;4,18;2,39;-2,87;5,83
IGP-DI;2021-02-08;3,06;3,85;2,59;-2,82;5,85
IGP-DI;2021-02-08;3,02;3,81;2,57;-3,02;5,78
IGP-DI;2021-02-09;3,06;3,85;2,59;-2,82;5,85
IGP-DI;2021-02-09;3,02;3,79;2,57;-3,07;5,78
IGP-DI;2021-02-10;3,06;3,85;2,59;-2,82;5,85
IGP-DI;2021-02-10;3,01;3,78;2,56;-3,12;5,78
IGP-DI;2021-02-11;3,06;3,85;2,59;-2,82;5,85
IGP-DI;2021-02-11;3;3,77;2,56;-3,17;5,78
IGP-DI;2021-02-12;3,06;3,85;2,59;-2,82;5,85
IGP-DI;2021-02-12;2,99;3,76;2,56;-3,22;5,78
IGP-DI;2021-02-17;1,08;1,08;3,9;-2,82;4,98
IGP-DI;2021-02-17;0,61;0,61;4,08;-3,47;4,7
IGP-M;2020-01-02;4,23;4,22;0,97;-0,99;6,17
IGP-M;2020-01-02;4,11;4,18;1,08;-0,78;5,7
IGP-M;2020-01-03;4,35;4,24;0,78;1,21;6,7
IGP-M;2020-01-03;4,28;4,22;0,83;1,28;6,57
IGP-M;2020-01-06;4,45;4,4;0,73;2,48;6,7
IGP-M;2020-01-06;4,37;4,36;0,73;2,42;6,52
IGP-M;2020-01-07;4,45;4,41;0,72;2,48;6,7
IGP-M;2020-01-07;4,37;4,34;0,71;2,42;6,51
IGP-M;2020-01-08;4,46;4,4;0,7;2,88;6,7
IGP-M;2020-01-08;4,38;4,36;0,67;2,84;6,49
IGP-M;2020-01-09;4,41;4,39;0,65;2,88;6,7
IGP-M;2020-01-09;4,34;4,31;0,64;2,84;6,48
IGP-M;2020-01-10;4,4;4,36;0,64;2,89;6,7
IGP-M;2020-01-10;4,33;4,31;0,63;2,81;6,46
IGP-M;2020-01-13;4,38;4,31;0,64;2,89;6,7
IGP-M;2020-01-13;4,32;4,3;0,6;2,8;6,42
IGP-M;2020-01-14;4,4;4,32;0,66;2,89;6,7
IGP-M;2020-01-14;4,34;4,3;0,61;2,79;6,4
IGP-M;2020-01-15;4,41;4,32;0,66;2,89;6,7
IGP-M;2020-01-15;4,33;4,31;0,61;2,79;6,39
IGP-M;2020-01-16;4,4;4,32;0,65;2,89;6,7
IGP-M;2020-01-16;4,32;4,29;0,61;2,78;6,37
IGP-M;2020-01-17;4,4;4,32;0,65;2,89;6,7
IGP-M;2020-01-17;4,32;4,31;0,59;2,78;6,35
IGP-M;2020-01-20;4,39;4,31;0,65;2,89;6,7
IGP-M;2020-01-20;4,29;4,31;0,59;2,76;6,31
IGP-M;2020-01-21;4,38;4,31;0,64;2,89;6,7
IGP-M;2020-01-21;4,28;4,3;0,59;2,76;6,29
IGP-M;2020-01-22;4,37;4,3;0,64;2,9;6,7
IGP-M;2020-01-22;4,27;4,28;0,58;2,76;6,28
IGP-M;2020-01-23;4,39;4,31;0,65;2,9;6,7
IGP-M;2020-01-23;4,28;4,23;0,59;2,75;6,26
IGP-M;2020-01-24;4,31;4,12;0,62;2,9;6,7
IGP-M;2020-01-24;4,2;4,01;0,59;2,74;6,25
IGP-M;2020-01-27;4,33;4,18;0,6;2,9;6,7
IGP-M;2020-01-27;4,19;4,02;0,6;2,73;6,2
IGP-M;2020-01-28;4,32;4,18;0,59;2,9;6,7
IGP-M;2020-01-28;4,17;4,02;0,59;2,72;6,18
IGP-M;2020-01-29;4,31;4,17;0,59;2,9;6,7
IGP-M;2020-01-29;4,16;3,97;0,59;2,72;6,17
IGP-M;2020-01-30;4,15;3,97;0,6;2,69;6,17
IGP-M;2020-01-30;4,16;3,97;0,6;2,7;6,17
IGP-M;2020-01-31;4,07;3,95;0,66;2,69;6,17
IGP-M;2020-01-31;4,08;3,95;0,65;2,71;6,17
IGP-M;2020-02-03;4,07;3,95;0,66;2,69;6,17
IGP-M;2020-02-03;4,09;3,96;0,64;2,75;6,17
IGP-M;2020-02-04;4,06;3,94;0,66;2,69;6,17
IGP-M;2020-02-04;4,09;3,96;0,64;2,77;6,17
IGP-M;2020-02-05;4,05;3,93;0,66;2,69;6,17
IGP-M;2020-02-05;4,09;3,96;0,63;2,78;6,17
IGP-M;2020-02-06;4,05;3,93;0,66;2,69;6,17
IGP-M;2020-02-06;4,09;3,96;0,62;2,79;6,17
IGP-M;2020-02-07;4,01;3,93;0,69;2,35;6,17
IGP-M;2020-02-07;4,08;3,94;0,64;2,57;6,17
IGP-M;2020-02-10;3,98;3,93;0,71;2,35;6,17
IGP-M;2020-02-10;4,08;3,96;0,64;2,65;6,17
IGP-M;2020-02-11;3,99;3,93;0,7;2,47;6,17
IGP-M;2020-02-11;4,1;3,98;0,63;2,73;6,17
IGP-M;2020-02-12;3,99;3,93;0,7;2,47;6,17
IGP-M;2020-02-12;4,1;3,99;0,62;2,75;6,17
IGP-M;2020-02-13;3,99;3,93;0,7;2,47;6,17
IGP-M;2020-02-13;4,11;4;0,62;2,77;6,17
IGP-M;2020-02-14;3,95;3,92;0,6;2,99;5,7
IGP-M;2020-02-14;4,11;4;0,54;3,24;5,7
IGP-M;2020-02-17;3,96;3,88;0,59;2,99;5,7
IGP-M;2020-02-17;4,15;4,05;0,53;3,29;5,7
IGP-M;2020-02-18;3,95;3,88;0,58;2,99;5,7
IGP-M;2020-02-18;4,16;4,07;0,53;3,31;5,7
IGP-M;2020-02-19;3,93;3,87;0,57;2,99;5,7
IGP-M;2020-02-19;4,16;4,08;0,52;3,32;5,7
IGP-M;2020-02-20;3,93;3,87;0,57;2,99;5,7
IGP-M;2020-02-20;4,17;4,09;0,52;3,34;5,7
IGP-M;2020-02-21;3,92;3,85;0,56;2,99;5,7
IGP-M;2020-02-21;4,17;4,09;0,51;3,35;5,7
IGP-M;2020-02-26;3,93;3,85;0,57;2,99;5,7
IGP-M;2020-02-26;4,26;4,18;0,52;3,42;5,7
IGP-M;2020-02-27;4,27;4,18;0,52;3,42;5,7
IGP-M;2020-02-27;4,26;4,18;0,52;3,42;5,7
IGP-M;2020-02-28;4,26;4,18;0,51;3,42;5,73
IGP-M;2020-02-28;4,26;4,18;0,51;3,42;5,73
IGP-M;2020-03-02;4,25;4,18;0,5;3,37;5,73
IGP-M;2020-03-02;4,25;4,18;0,49;3,41;5,72
IGP-M;2020-03-03;4,25;4,18;0,49;3,37;5,73
IGP-M;2020-03-03;4,25;4,18;0,49;3,41;5,72
IGP-M;2020-03-04;4,23;4,17;0,52;3,12;5,73
IGP-M;2020-03-04;4,23;4,18;0,51;3,2;5,72
IGP-M;2020-03-05;4,25;4,18;0,51;3,12;5,73
IGP-M;2020-03-05;4,26;4,18;0,5;3,21;5,71
IGP-M;2020-03-06;4,23;4,16;0,56;3,12;5,73
IGP-M;2020-03-06;4,24;4,17;0,55;3,22;5,71
IGP-M;2020-03-09;4,27;4,2;0,56;3,12;5,73
IGP-M;2020-03-09;4,28;4,2;0,55;3,26;5,7
IGP-M;2020-03-10;4,29;4,2;0,59;3,12;5,73
IGP-M;2020-03-10;4,3;4,21;0,58;3,27;5,73
IGP-M;2020-03-11;4,3;4,2;0,59;3,12;5,73
IGP-M;2020-03-11;4,31;4,22;0,59;3,28;5,74
IGP-M;2020-03-12;4,29;4,2;0,61;3,12;5,73
IGP-M;2020-03-12;4,3;4,23;0,6;3,29;5,75
IGP-M;2020-03-13;4,32;4,22;0,59;3,12;5,8
IGP-M;2020-03-13;4,32;4,23;0,58;3,22;5,76
IGP-M;2020-03-16;4,31;4,23;0,58;3,12;5,8
IGP-M;2020-03-16;4,29;4,24;0,55;3,23;5,75
IGP-M;2020-03-17;4,31;4,23;0,58;3,12;5,8
IGP-M;2020-03-17;4,29;4,21;0,55;3,24;5,76
IGP-M;2020-03-18;4,36;4,32;0,61;3,12;5,8
IGP-M;2020-03-18;4,32;4,23;0,57;3,24;5,77
IGP-M;2020-03-19;4,38;4,32;0,65;3,12;6,24
IGP-M;2020-03-19;4,32;4,22;0,58;3,25;5,78
IGP-M;2020-03-20;4,43;4,37;0,71;3,12;6,56
IGP-M;2020-03-20;4,33;4,21;0,61;3,26;5,79
IGP-M;2020-03-23;4,4;4,44;0,8;1,76;6,56
IGP-M;2020-03-23;4,28;4,19;0,66;2,51;5,79
IGP-M;2020-03-24;4,41;4,44;0,8;1,76;6,56
IGP-M;2020-03-24;4,26;4,19;0,67;2,54;5,8
IGP-M;2020-03-25;4,43;4,44;0,82;1,76;6,56
IGP-M;2020-03-25;4,27;4,2;0,68;2,57;5,81
IGP-M;2020-03-26;4,43;4,44;0,82;1,76;6,56
IGP-M;2020-03-26;4,26;4,2;0,68;2,59;5,82
IGP-M;2020-03-27;4,49;4,49;0,84;1,76;6,48
IGP-M;2020-03-27;4,27;4,21;0,67;2,62;5,83
IGP-M;2020-03-30;4,24;4,18;0,67;2,68;5,76
IGP-M;2020-03-30;4,24;4,15;0,67;2,69;5,76
IGP-M;2020-03-31;4,24;4,18;0,67;2,68;5,76
IGP-M;2020-03-31;4,23;4,16;0,67;2,69;5,77
IGP-M;2020-04-01;4,24;4,18;0,68;2,68;5,76
IGP-M;2020-04-01;4,24;4,17;0,67;2,7;5,77
IGP-M;2020-04-02;4,32;4,24;0,81;2,68;7,34
IGP-M;2020-04-02;4,31;4,24;0,79;2,7;7,24
IGP-M;2020-04-03;4,37;4,33;0,81;2,68;7,34
IGP-M;2020-04-03;4,34;4,3;0,78;2,71;7,21
IGP-M;2020-04-06;4,36;4,31;0,82;2,68;7,34
IGP-M;2020-04-06;4,32;4,27;0,79;2,73;7,14
IGP-M;2020-04-07;4,37;4,31;0,82;2,68;7,34
IGP-M;2020-04-07;4,31;4,27;0,79;2,73;7,12
IGP-M;2020-04-08;4,43;4,33;0,97;2,68;7,99
IGP-M;2020-04-08;4,36;4,27;0,9;2,74;7,41
IGP-M;2020-04-09;4,43;4,33;0,96;2,68;7,99
IGP-M;2020-04-09;4,35;4,26;0,89;2,74;7,35
IGP-M;2020-04-13;4,48;4,36;1,03;2,68;7,99
IGP-M;2020-04-13;4,33;4,25;0,93;2,77;7,21
IGP-M;2020-04-14;4,55;4,37;1,19;2,68;8,79
IGP-M;2020-04-14;4,39;4,26;1,08;2,77;8,47
IGP-M;2020-04-15;4,51;4,35;1,21;2,68;8,79
IGP-M;2020-04-15;4,34;4,25;1,1;2,75;8,46
IGP-M;2020-04-16;4,52;4,37;1,22;2,68;8,79
IGP-M;2020-04-16;4,34;4,21;1,1;2,74;8,44
IGP-M;2020-04-17;4,43;4,21;1,13;2,68;8,79
IGP-M;2020-04-17;4,21;4,1;1,04;2,78;8,42
IGP-M;2020-04-20;4,44;4,31;1,12;2,68;8,79
IGP-M;2020-04-20;4,17;4,04;1,03;2,74;8,34
IGP-M;2020-04-22;4,44;4,31;1,12;2,68;8,79
IGP-M;2020-04-22;4,15;4,01;1,02;2,71;8,3
IGP-M;2020-04-23;4,45;4,31;1,12;2,68;8,79
IGP-M;2020-04-23;4,13;3,96;1,01;2,7;8,28
IGP-M;2020-04-24;4,51;4,31;1,18;2,68;8,79
IGP-M;2020-04-24;4,15;3,95;1,07;2,68;8,26
IGP-M;2020-04-27;4,49;4,24;1,17;2,68;8,75
IGP-M;2020-04-27;4,08;3,91;1,04;2,64;8,16
IGP-M;2020-04-28;4,49;4,24;1,17;2,68;8,75
IGP-M;2020-04-28;4,07;3,9;1,04;2,63;8,14
IGP-M;2020-04-29;4,04;3,8;1,06;2,65;8,14
IGP-M;2020-04-29;4,04;3,8;1,05;2,67;8,15
IGP-M;2020-04-30;4,04;3,73;1,05;2,83;8,14
IGP-M;2020-04-30;4,04;3,73;1,04;2,86;8,16
IGP-M;2020-05-04;4,07;3,73;1,07;2,83;8,07
IGP-M;2020-05-04;4,07;3,74;1,03;2,89;8,13
IGP-M;2020-05-05;4,06;3,73;1,07;2,83;8,07
IGP-M;2020-05-05;4,07;3,74;1,02;2,89;8,14
IGP-M;2020-05-06;4,06;3,73;1,07;2,83;8,07
IGP-M;2020-05-06;4,07;3,74;1,01;2,9;8,15
IGP-M;2020-05-07;4,07;3,74;1,08;2,83;8,07
IGP-M;2020-05-07;4,07;3,75;1,01;2,9;8,16
IGP-M;2020-05-08;3,99;3,71;1,07;2,32;8,07
IGP-M;2020-05-08;4,02;3,72;0,99;2,73;8,17
IGP-M;2020-05-11;3,88;3,66;1;2,32;8,09
IGP-M;2020-05-11;3,95;3,72;0,94;2,85;8,21
IGP-M;2020-05-12;3,89;3,68;0,97;2,82;8,09
IGP-M;2020-05-12;3,97;3,75;0,92;2,88;8,22
IGP-M;2020-05-13;3,85;3,65;0,98;2,63;8,09
IGP-M;2020-05-13;3,97;3,76;0,92;2,89;8,23
IGP-M;2020-05-14;3,84;3,61;0,99;2,63;8,09
IGP-M;2020-05-14;3,97;3,74;0,93;2,79;8,24
IGP-M;2020-05-15;3,81;3,58;1,04;1,95;8,09
IGP-M;2020-05-15;3,96;3,74;0,96;2,35;8,24
IGP-M;2020-05-18;3,8;3,58;1,03;1,95;7,81
IGP-M;2020-05-18;3,98;3,77;0,96;2,42;8,18
IGP-M;2020-05-19;3,84;3,61;1,03;1,95;7,81
IGP-M;2020-05-19;4,01;3,77;0,95;2,44;8,2
IGP-M;2020-05-20;3,8;3,64;0,97;1,95;7,81
IGP-M;2020-05-20;3,98;3,81;0,91;2,47;8,22
IGP-M;2020-05-21;3,8;3,64;0,97;1,95;7,81
IGP-M;2020-05-21;3,99;3,84;0,9;2,49;8,24
IGP-M;2020-05-22;3,84;3,64;0,94;2,63;7,81
IGP-M;2020-05-22;4;3,81;0,9;2,64;8,26
IGP-M;2020-05-25;3,84;3,64;0,96;2,63;8,16
IGP-M;2020-05-25;4,01;3,81;0,9;2,62;8,36
IGP-M;2020-05-26;3,82;3,64;0,95;2,63;8,16
IGP-M;2020-05-26;4;3,82;0,9;2,62;8,36
IGP-M;2020-05-27;3,83;3,64;0,94;2,63;8,16
IGP-M;2020-05-27;4,01;3,83;0,89;2,61;8,37
IGP-M;2020-05-28;4,02;3,83;0,89;2,61;8,37
IGP-M;2020-05-28;4,01;3,8;0,91;2,61;8,36
IGP-M;2020-05-29;4,07;3,94;0,91;2,61;8,37
IGP-M;2020-05-29;4,05;3,81;0,92;2,61;8,34
IGP-M;2020-06-01;4,12;4,04;0,91;2,61;8,04
IGP-M;2020-06-01;4,09;4;0,92;2,62;8,01
IGP-M;2020-06-02;4,1;4,01;0,91;2,61;8,04
IGP-M;2020-06-02;4,07;3,95;0,92;2,62;8,01
IGP-M;2020-06-03;4,11;4,02;0,9;2,61;8,04
IGP-M;2020-06-03;4,07;3,95;0,91;2,62;8
IGP-M;2020-06-04;4,11;4,02;0,9;2,61;8,04
IGP-M;2020-06-04;4,07;3,94;0,91;2,63;7,99
IGP-M;2020-06-05;4,25;4,19;0,95;2,87;8,04
IGP-M;2020-06-05;4,18;4,12;0,93;2,66;7,99
IGP-M;2020-06-08;4,29;4,23;0,95;2,9;8,04
IGP-M;2020-06-08;4,17;4,09;0,93;2,6;7,97
IGP-M;2020-06-09;4,26;4,23;0,94;2,9;8,12
IGP-M;2020-06-09;4,14;4,06;0,93;2,57;8,05
IGP-M;2020-06-10;4,27;4,2;0,97;2,9;8,12
IGP-M;2020-06-10;4,15;4,05;0,95;2,54;8,05
IGP-M;2020-06-12;4,48;4,37;1,01;2,9;8,12
IGP-M;2020-06-12;4,21;4,13;0,98;2,49;8,04
IGP-M;2020-06-15;4,53;4,39;1,09;2,9;9,11
IGP-M;2020-06-15;4,18;4,12;1,03;2,42;8,41
IGP-M;2020-06-16;4,47;4,38;1,1;2,9;9,11
IGP-M;2020-06-16;4,12;4,1;1,04;2,39;8,37
IGP-M;2020-06-17;4,47;4,38;1,09;2,9;9,11
IGP-M;2020-06-17;4,11;4,08;1,04;2,37;8,33
IGP-M;2020-06-18;4,47;4,38;1,09;2,9;9,11
IGP-M;2020-06-18;4,09;4,05;1,04;2,34;8,3
IGP-M;2020-06-19;4,49;4,38;1,06;2,9;9,11
IGP-M;2020-06-19;4,05;4;1,03;2,32;8,26
IGP-M;2020-06-22;4,52;4,38;1,05;3,07;9,1
IGP-M;2020-06-22;3,99;3,86;1,02;2,32;8,14
IGP-M;2020-06-23;4,57;4,39;1,08;3,07;9,1
IGP-M;2020-06-23;3,99;3,82;1,01;2,29;8,11
IGP-M;2020-06-24;4,57;4,39;1,08;3,07;9,1
IGP-M;2020-06-24;3,97;3,79;1,01;2,26;8,07
IGP-M;2020-06-25;4,57;4,41;1,07;3,07;9,1
IGP-M;2020-06-25;3,95;3,78;0,99;2,24;8,03
IGP-M;2020-06-26;4,65;4,51;1,15;3,07;9,1
IGP-M;2020-06-26;3,92;3,78;0,98;2,21;8
IGP-M;2020-06-29;3,93;3,85;0,9;2,15;7,17
IGP-M;2020-06-29;3,93;3,87;0,9;2,15;7,14
IGP-M;2020-06-30;3,93;3,85;0,9;2,15;7,17
IGP-M;2020-06-30;3,93;3,87;0,9;2,15;7,12
IGP-M;2020-07-01;3,97;3,85;0,94;2,15;7,17
IGP-M;2020-07-01;3,97;3,86;0,93;2,15;7,1
IGP-M;2020-07-02;3,98;3,9;0,94;2,15;7,17
IGP-M;2020-07-02;3,98;3,9;0,93;2,15;7,08
IGP-M;2020-07-03;4,01;3,93;0,94;2,15;7,17
IGP-M;2020-07-03;3,98;3,9;0,93;2,15;7,06
IGP-M;2020-07-06;4,03;4;0,95;2,15;7,17
IGP-M;2020-07-06;3,99;3,92;0,93;2,14;6,99
IGP-M;2020-07-07;4,06;4;0,91;2,15;7,17
IGP-M;2020-07-07;4,02;3,91;0,87;2,14;6,97
IGP-M;2020-07-08;4,06;4;0,91;2,15;7,17
IGP-M;2020-07-08;4,01;3,9;0,87;2,14;6,94
IGP-M;2020-07-09;4,08;4;0,93;2,15;7,17
IGP-M;2020-07-09;4,02;3,89;0,88;2,14;6,92
IGP-M;2020-07-10;4,09;4;0,92;2,15;7,17
